time,x_boom,y_boom,angle_boom,theta1,theta2,xt2,theta1_dot,theta2_dot,xt2_dot,fc1,fc2,fct2
0.093,2.87197916137013,2.21146778499203,0.00650433825751804,0.781895370553484,-0.775391032295966,0,-0.0479283912222854,0.13690587577355,0,57056.9688695208,42378.0902093688,29.1578905384187
0.094,2.87202177660991,2.21159469106522,0.00659332237611997,0.781847438123415,-0.775254115747295,0,-0.0479324300692952,0.136916548671138,0,57052.6117114805,42377.5989758729,29.4787868552833
0.095,2.87206437700632,2.2117216010974,0.00668231246829411,0.781799502003756,-0.775117189535462,0,-0.0479361196587433,0.136926211832929,0,57048.5619263982,42377.4059957994,29.8152022477549
0.096,2.87210696227353,2.21184851421544,0.00677130792816622,0.781751562514362,-0.774980254586196,0,-0.0479394893935705,0.136934949265878,0,57044.7940081078,42377.4865915159,30.1658466549945
0.097,2.87214953215013,2.21197542961775,0.00686030819993888,0.781703619948124,-0.774843311748186,0,-0.0479425662379072,0.136942838010327,0,57041.2845194249,42377.8180872537,30.5295349029117
0.098,2.87219208639712,2.21210234656834,0.00694931277372797,0.781655674573209,-0.77470636179948,0,-0.047945374915912,0.136949948705023,0,57038.0119292409,42378.3796515132,30.9051784349819
0.099,2.872234624796,2.21222926439132,0.00703832118174303,0.781607726635116,-0.774569405453373,0,-0.0479479380926477,0.136956346107581,0,57034.9564620635,42379.1521514422,31.2917776572791
0.1,2.87227714714708,2.2123561824659,0.00712733299477379,0.781559776358573,-0.774432443363799,0,-0.0479502765427924,0.136962089573672,0,57032.099958793,42380.1180181425,31.688414871626
0.101,2.87231965326789,2.21248310022181,0.00721634781896802,0.781511823949268,-0.774295476130299,0,-0.0479524093055943,0.136967233500059,0,57029.4257482166,42381.2611222965,32.0942477404586
0.102,2.87236214299174,2.21261001713503,0.0073053652928717,0.781463869595442,-0.77415850430257,0,-0.047954353825844,0.136971827729212,0,57026.9185282194,42382.5666592487,32.5085032610457
0.103,2.87240461616638,2.21273693272393,0.0073943850847102,0.781415913469356,-0.774021528384645,0,-0.0479561260860919,0.136975917924701,0,57024.5642562365,42384.0210429857,32.9304721976893
0.104,2.87244707265277,2.21286384654571,0.00748340688989889,0.781367955728629,-0.77388454883873,0,-0.0479577407263605,0.136979545914983,0,57022.3500480589,42385.6118082327,33.3595039490498
